"bruises","cap-color","cap-shape","cap-surface","edible","gill-attachment","gill-color","gill-size","gill-spacing","habitat","odor","population","ring-number","ring-type","spore-print-color","stalk-color-above-ring","stalk-color-below-ring","stalk-root","stalk-shape","stalk-surface-above-ring","stalk-surface-below-ring","veil-color","veil-type"
"bruises","yellow","bell","scaly","edible","free","gray","broad","close","grasses","anise","numerous","one","pendant","brown","white","white","club","enlarging","smooth","smooth","white","partial"
"bruises","brown","convex","scaly","edible","free","white","broad","close","paths","almond","solitary","one","pendant","brown","white","white","rooted","enlarging","smooth","scaly","white","partial"
"no","white","convex","fibrous","edible","free","pink","broad","crowded","grasses","none","scattered","one","evanescent","black","white","white","equal","tapering","smooth","fibrous","white","partial"
"bruises","white","convex","smooth","edible","free","white","narrow","crowded","woods","anise","several","one","pendant","brown","white","white","bulbous","tapering","smooth","smooth","white","partial"
"bruises","white","bell","smooth","edible","free","white","broad","close","meadows","anise","scattered","one","pendant","brown","white","white","club","enlarging","smooth","smooth","white","partial"
"bruises","yellow","flat","smooth","edible","free","white","narrow","crowded","woods","almond","several","one","pendant","brown","white","white","bulbous","tapering","smooth","smooth","white","partial"
"bruises","yellow","convex","smooth","edible","free","black","broad","close","meadows","almond","numerous","one","pendant","brown","white","white","club","enlarging","smooth","smooth","white","partial"
"no","gray","flat","fibrous","edible","free","gray","narrow","close","urban","none","solitary","one","pendant","brown","white","white","equal","enlarging","smooth","smooth","white","partial"
"bruises","yellow","bell","smooth","edible","free","brown","broad","close","grasses","almond","scattered","one","pendant","black","white","white","club","enlarging","smooth","smooth","white","partial"
"bruises","white","convex","smooth","edible","free","gray","broad","close","meadows","anise","numerous","one","pendant","brown","white","white","club","enlarging","smooth","smooth","white","partial"
"bruises","white","convex","scaly","edible","free","brown","broad","close","meadows","anise","scattered","one","pendant","brown","white","white","club","enlarging","smooth","smooth","white","partial"
"bruises","white","flat","smooth","edible","free","brown","narrow","crowded","woods","almond","several","one","pendant","brown","white","white","bulbous","tapering","smooth","smooth","white","partial"
"bruises","yellow","convex","scaly","edible","free","white","broad","close","grasses","anise","scattered","one","pendant","brown","white","white","club","enlarging","smooth","smooth","white","partial"
"bruises","white","bell","smooth","edible","free","white","broad","close","grasses","anise","scattered","one","pendant","black","white","white","club","enlarging","smooth","smooth","white","partial"
"bruises","white","convex","smooth","edible","free","gray","broad","close","grasses","almond","numerous","one","pendant","black","white","white","club","enlarging","smooth","smooth","white","partial"
"no","white","convex","fibrous","edible","free","chocolate","broad","crowded","grasses","none","scattered","one","evanescent","black","white","white","equal","tapering","fibrous","smooth","white","partial"
"bruises","brown","flat","scaly","edible","free","brown","broad","close","paths","anise","solitary","one","pendant","black","white","white","rooted","enlarging","smooth","scaly","white","partial"
"bruises","white","convex","smooth","poisonous","free","black","narrow","close","urban","pungent","several","one","pendant","brown","white","white","equal","enlarging","smooth","smooth","white","partial"
"bruises","white","bell","smooth","edible","free","brown","broad","close","grasses","almond","numerous","one","pendant","brown","white","white","club","enlarging","smooth","smooth","white","partial"
"bruises","white","bell","smooth","edible","free","black","broad","close","meadows","almond","scattered","one","pendant","black","white","white","club","enlarging","smooth","smooth","white","partial"
"bruises","white","bell","scaly","edible","free","brown","broad","close","grasses","anise","numerous","one","pendant","brown","white","white","club","enlarging","smooth","smooth","white","partial"
"bruises","white","bell","scaly","edible","free","white","broad","close","grasses","almond","numerous","one","pendant","black","white","white","club","enlarging","smooth","smooth","white","partial"
"bruises","yellow","convex","smooth","edible","free","white","broad","close","grasses","almond","scattered","one","pendant","black","white","white","club","enlarging","smooth","smooth","white","partial"
"bruises","white","bell","smooth","edible","free","white","broad","close","meadows","anise","numerous","one","pendant","black","white","white","club","enlarging","smooth","smooth","white","partial"
"bruises","yellow","convex","fibrous","edible","free","brown","narrow","crowded","woods","almond","several","one","pendant","brown","white","white","bulbous","tapering","smooth","smooth","white","partial"
"no","gray","convex","fibrous","edible","free","brown","narrow","close","urban","none","solitary","one","pendant","brown","white","white","equal","enlarging","smooth","smooth","white","partial"
"bruises","yellow","flat","scaly","edible","free","brown","broad","close","grasses","almond","scattered","one","pendant","brown","white","white","rooted","enlarging","smooth","scaly","white","partial"
"bruises","white","bell","smooth","edible","free","brown","broad","close","meadows","anise","numerous","one","pendant","black","white","white","club","enlarging","smooth","smooth","white","partial"
"bruises","yellow","convex","smooth","edible","free","gray","broad","close","grasses","almond","scattered","one","pendant","black","white","white","club","enlarging","smooth","smooth","white","partial"
"bruises","yellow","convex","scaly","edible","free","black","broad","close","grasses","almond","scattered","one","pendant","black","white","white","club","enlarging","smooth","smooth","white","partial"
"bruises","white","convex","scaly","edible","free","white","broad","close","grasses","anise","scattered","one","pendant","brown","white","white","club","enlarging","smooth","smooth","white","partial"
"no","gray","sunken","fibrous","edible","free","pink","narrow","close","urban","none","several","one","pendant","brown","white","white","equal","enlarging","smooth","smooth","white","partial"
"bruises","white","convex","smooth","edible","free","brown","broad","close","meadows","almond","numerous","one","pendant","brown","white","white","club","enlarging","smooth","smooth","white","partial"
"bruises","white","convex","smooth","poisonous","free","black","narrow","close","grasses","pungent","scattered","one","pendant","black","white","white","equal","enlarging","smooth","smooth","white","partial"
"bruises","yellow","convex","scaly","edible","free","brown","broad","close","grasses","almond","scattered","one","pendant","brown","white","white","rooted","enlarging","smooth","scaly","white","partial"
"bruises","white","flat","fibrous","edible","free","pink","narrow","crowded","woods","almond","several","one","pendant","brown","white","white","bulbous","tapering","smooth","smooth","white","partial"
